Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
345,CMPO,Industrials,Metal Fabrication,NASDAQ,133.7,95,92,25,30
346,CMCL,Basic Materials,Gold,NYSE MKT,133.68,95,91,92,53
347,NPCE,Healthcare,Medical Devices,NASDAQ,133.62,95,90,7,7
348,PR,Energy,Oil & Gas E&P,NYSE,133.46,95,91,90,96
349,INDI,Technology,Semiconductor Equipment & Materials,NASDAQ,133.32,95,96,39,61
350,BTBT,Financial Services,Capital Markets,NASDAQ,133.27,94,66,13,5
351,MLR,Consumer Cyclical,Auto Parts,NYSE,133.18,94,91,78,48
352,GOCO,Financial Services,Insurance Brokers,NASDAQ,133.17,94,97,97,5
353,VRA,Consumer Cyclical,Footwear & Accessories,NASDAQ,133.02,94,89,91,11
354,BUR,Financial Services,Asset Management,NYSE,132.86,94,37,74,33
355,ERO,Basic Materials,Copper,NYSE,132.73,94,94,91,74
356,STM,Technology,Semiconductors,NYSE,132.72,94,93,82,45
357,EXTR,Technology,Communication Equipment,NASDAQ,132.63,94,93,97,95
358,DKNG,Consumer Cyclical,Gambling,NASDAQ,132.54,94,92,30,27
359,JFIN,Communication Services,Internet Content & Information,NASDAQ,132.52,94,87,96,69
360,MTH,Consumer Cyclical,Residential Construction,NYSE,132.28,94,91,90,35
361,TNP,Energy,Oil & Gas Midstream,NYSE,132.16,94,98,96,99
362,IONQ,Technology,Computer Hardware,NYSE,132.03,94,32,11,25
363,WWE,Communication Services,Entertainment,NYSE,131.93,94,90,95,96
364,SRPT,Healthcare,Biotechnology,NASDAQ,131.87,94,97,93,98
365,BBAR,Financial Services,Banks—Regional,NYSE,131.75,94,97,97,90
366,LMNL,Healthcare,Biotechnology,NASDAQ,131.69,94,83,10,24
367,ACVA,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,131.64,94,94,36,41
368,RYAM,Basic Materials,Chemicals,NYSE,131.54,94,83,98,33
369,OIS,Energy,Oil & Gas Equipment & Services,NYSE,131.47,94,92,97,36
370,FIVE,Consumer Cyclical,Specialty Retail,NASDAQ,131.42,94,93,92,57
371,OII,Energy,Oil & Gas Equipment & Services,NYSE,131.3,94,96,98,29
372,GNS,Consumer Defensive,Education & Training Services,NYSE MKT,131.27,94,99,0,1
373,DAIO,Technology,Electronic Components,NASDAQ,131.27,94,92,92,30
374,BRBR,Consumer Defensive,Packaged Foods,NYSE,131.27,94,90,81,58
375,HSKA,Healthcare,Medical Devices,NASDAQ,131.25,94,58,20,19
376,AACG,Consumer Defensive,Education & Training Services,NASDAQ,131.24,94,96,26,95
377,TLSA,Healthcare,Biotechnology,NASDAQ,131.22,94,23,22,41
378,LRMR,Healthcare,Biotechnology,NASDAQ,131.16,94,98,95,87
379,ARAY,Healthcare,Medical Devices,NASDAQ,131.03,94,91,35,25
380,CALT,Healthcare,Biotechnology,NASDAQ,131.02,94,92,77,46
381,SGG,Exchange Traded Fund,USA,NYSE ARCA,130.95,94,90,71,75
382,CNK,Communication Services,Entertainment,NYSE,130.91,94,50,21,13
383,TPH,Consumer Cyclical,Residential Construction,NYSE,130.84,94,91,79,29
384,OMGA,Healthcare,Biotechnology,NASDAQ,130.8,94,89,99,31
385,FRO,Energy,Oil & Gas Midstream,NYSE,130.46,94,98,96,98
386,NSSC,Industrials,Security & Protection Services,NASDAQ,130.4,94,94,87,95
387,KOF,Consumer Defensive,Beverages—Non-Alcoholic,NYSE,130.32,94,92,89,90
388,RDFN,Real Estate,Real Estate Services,NASDAQ,130.25,94,80,22,2
389,CLRO,Technology,Communication Equipment,NASDAQ,130.21,94,98,99,23
390,PVH,Consumer Cyclical,Apparel Manufacturing,NYSE,130.19,94,80,93,21
391,QIPT,Healthcare,Medical Devices,NASDAQ,130.17,94,96,91,31
392,LMNR,Consumer Defensive,Farm Products,NASDAQ,129.97,94,93,46,51
393,CEPU,Utilities,Utilities—Regulated Electric,NYSE,129.93,94,92,98,97
394,CYN,Technology,Software—Application,NASDAQ,129.91,94,59,10,13
395,KD,Technology,Information Technology Services,NYSE,129.89,94,94,85,20
396,RXST,Healthcare,Medical Devices,NASDAQ,129.88,94,83,82,47
397,SCX,Industrials,Tools & Accessories,NYSE,129.85,94,96,47,90
398,FDMT,Healthcare,Biotechnology,NASDAQ,129.75,94,96,99,15
399,TGS,Energy,Oil & Gas Integrated,NYSE,129.71,94,93,98,98
400,ANIX,Healthcare,Biotechnology,NASDAQ,129.57,94,86,93,98
401,CIVI,Energy,Oil & Gas E&P,NYSE,129.55,94,87,68,95
402,TME,Communication Services,Internet Content & Information,NYSE,129.54,94,96,98,32
403,AKBA,Healthcare,Biotechnology,NASDAQ,129.52,94,98,97,8
404,OSW,Consumer Cyclical,Leisure,NASDAQ,129.51,94,90,90,63
405,MYRG,Industrials,Engineering & Construction,NASDAQ,129.5,94,94,78,64
406,MHO,Consumer Cyclical,Residential Construction,NYSE,129.49,94,93,87,39
407,IVAC,Industrials,Aerospace & Defense,NASDAQ,129.48,94,94,95,53
408,ATI,Industrials,Metal Fabrication,NYSE,129.06,94,95,94,96
409,GFI,Basic Materials,Gold,NYSE,128.98,94,58,91,41
410,ZYME,Healthcare,Biotechnology,NASDAQ,128.84,94,94,95,29
411,THR,Industrials,Specialty Industrial Machinery,NYSE,128.8,94,95,94,85
412,PHM,Consumer Cyclical,Residential Construction,NYSE,128.79,94,92,84,45
413,GPI,Consumer Cyclical,Auto & Truck Dealerships,NYSE,128.78,94,87,82,64
414,QNCX,Healthcare,Biotechnology,NASDAQ,128.6,94,20,3,2
415,KFS,Consumer Cyclical,Auto & Truck Dealerships,NYSE,128.54,94,96,95,92
416,CRUS,Technology,Semiconductors,NASDAQ,128.47,94,93,81,43
417,BGXX,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,128.45,94,12,2,0
418,WLFC,Industrials,Rental & Leasing Services,NASDAQ,128.39,94,95,98,87
419,EVLV,Industrials,Security & Protection Services,NASDAQ,128.33,93,37,74,39
420,UONE,Communication Services,Broadcasting,NASDAQ,128.26,93,91,38,60
421,FNGO,Exchange Traded Fund,USA,NYSE ARCA,128.26,93,58,17,13
422,HLIT,Technology,Communication Equipment,NASDAQ,128.23,93,84,95,98
423,MOMO,Communication Services,Internet Content & Information,NASDAQ,128.21,93,93,98,43
424,KOP,Basic Materials,Specialty Chemicals,NYSE,128.13,93,88,92,50
425,FLUX,Industrials,Electrical Equipment & Parts,NASDAQ,128.12,93,98,97,69
426,STG,Consumer Defensive,Education & Training Services,NYSE,128.1,93,98,99,50
427,JBL,Technology,Electronic Components,NYSE,128.09,93,93,91,81
428,HUBS,Technology,Software—Application,NYSE,128.04,93,89,37,23
429,HQI,Industrials,Staffing & Employment Services,NASDAQ,128.01,93,96,89,50
430,FRD,Basic Materials,Steel,NYSE MKT,128.0,93,96,91,52
431,GAU,Basic Materials,Gold,NYSE MKT,127.96,93,57,80,67
432,FOCS,Financial Services,Asset Management,NASDAQ,127.95,93,94,79,30
433,LVS,Consumer Cyclical,Resorts & Casinos,NYSE,127.8,93,96,96,62
434,RYTM,Healthcare,Biotechnology,NASDAQ,127.68,93,98,99,99
435,GNW,Financial Services,Insurance—Life,NYSE,127.63,93,91,92,88
436,STRL,Industrials,Engineering & Construction,NASDAQ,127.61,93,95,93,73
437,TBIO,Healthcare,Medical Devices,NASDAQ,127.61,93,87,21,17
438,KRMD,Healthcare,Medical Instruments & Supplies,NASDAQ,127.51,93,95,97,47
439,CDNS,Technology,Software—Application,NASDAQ,127.5,93,92,73,69
440,ALGN,Healthcare,Medical Devices,NASDAQ,127.44,93,94,24,16
441,CFIVW,n/a,n/a,NASDAQ,127.44,93,77,12,3
442,EH,Industrials,Aerospace & Defense,NASDAQ,127.4,93,93,99,5
443,ENVX,Industrials,Electrical Equipment & Parts,NASDAQ,127.33,93,28,10,96
444,BGI,Consumer Cyclical,Luxury Goods,NYSE MKT,127.31,93,98,95,90
445,GAME,Communication Services,Electronic Gaming & Multimedia,NASDAQ,127.29,93,98,90,9
446,ZETA,Technology,Software—Application,NYSE,127.2,93,91,87,75
447,LUXH,Consumer Cyclical,Lodging,NASDAQ,127.19,93,89,16,7
448,MTRN,Basic Materials,Other Industrial Metals & Mining,NYSE,127.18,93,92,83,86
449,RMTI,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,127.13,93,60,42,13
450,TMHC,Consumer Cyclical,Residential Construction,NYSE,127.13,93,92,88,58
451,HTHT,Consumer Cyclical,Lodging,NASDAQ,127.09,93,96,94,48
452,LTRY,Consumer Cyclical,Gambling,NASDAQ,127.08,93,69,5,0
453,CX,Basic Materials,Building Materials,NYSE,127.07,93,90,88,27
454,SVM,Basic Materials,Silver,NYSE MKT,127.07,93,83,87,40
455,CSII,Healthcare,Medical Devices,NASDAQ,126.8,93,94,29,26
456,GFS,Technology,Semiconductors,NASDAQ,126.77,93,83,79,71
457,HILS,Healthcare,Biotechnology,NASDAQ,126.72,93,95,3,7
458,CYH,Healthcare,Medical Care Facilities,NYSE,126.7,93,90,90,4
459,PRLD,Healthcare,Biotechnology,NASDAQ,126.69,93,66,27,58
460,EXAS,Healthcare,Diagnostics & Research,NASDAQ,126.69,93,95,97,14
461,CERT,Healthcare,Health Information Services,NASDAQ,126.62,93,88,66,11
462,NAT,Industrials,Marine Shipping,NYSE,126.51,93,97,90,98
463,NEON,Technology,Electronic Components,NASDAQ,126.51,93,96,98,35
464,SPOT,Communication Services,Internet Content & Information,NYSE,126.4,93,94,23,18
465,MASI,Healthcare,Medical Instruments & Supplies,NASDAQ,126.39,93,92,68,46
466,NVO,Healthcare,Biotechnology,NYSE,126.34,93,91,89,71
467,SGTX,Healthcare,Biotechnology,NASDAQ,126.34,93,93,5,6
468,LSI,Real Estate,REIT—Industrial,NYSE,126.26,93,71,28,46
469,ACGL,Financial Services,Insurance—Diversified,NASDAQ,126.24,93,93,94,89
470,PGTI,Industrials,Building Products & Equipment,NYSE,126.22,93,82,46,94
471,HVBC,Financial Services,Banks—Regional,NASDAQ,126.16,93,90,93,63
472,TRHC,Healthcare,Health Information Services,NASDAQ,125.93,93,94,80,70
473,VIGL,Healthcare,Biotechnology,NASDAQ,125.93,93,90,89,99
474,EDN,Utilities,Utilities—Regulated Electric,NYSE,125.89,93,90,98,95
475,ROIV,Healthcare,Biotechnology,NASDAQ,125.88,93,97,99,60
476,LEGH,Consumer Cyclical,Residential Construction,NASDAQ,125.86,93,78,85,73
477,WIRE,Industrials,Electrical Equipment & Parts,NASDAQ,125.82,93,94,89,90
478,AGS,Consumer Cyclical,Gambling,NYSE,125.81,93,84,31,80
479,PAG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,125.8,93,90,86,68
480,MPC,Energy,Oil & Gas Refining & Marketing,NYSE,125.79,93,92,93,97
481,BGNE,Healthcare,Biotechnology,NASDAQ,125.74,93,93,96,38
482,FCNCA,Financial Services,Banks—Regional,NASDAQ,125.71,93,25,71,93
483,IMAX,Communication Services,Entertainment,NYSE,125.62,93,76,69,36
484,IBA,Consumer Defensive,Farm Products,NYSE,125.57,93,93,84,91
485,MATH,Communication Services,Internet Content & Information,NASDAQ,125.55,93,96,12,40
486,TUSK,Industrials,Conglomerates,NASDAQ,125.47,93,96,99,99
487,FMX,Consumer Defensive,Beverages—Brewers,NYSE,125.45,93,89,89,57
488,CLXT,Consumer Defensive,Packaged Foods,NASDAQ,125.41,93,94,12,3
489,VTYX,Healthcare,Biotechnology,NASDAQ,125.4,92,98,98,99
490,NTRA,Healthcare,Diagnostics & Research,NASDAQ,125.29,92,95,27,47
491,CXM,Technology,Software—Application,NYSE,125.0,92,61,19,26
492,LW,Consumer Defensive,Packaged Foods,NYSE,124.99,92,95,92,96
493,MGNX,Healthcare,Biotechnology,NASDAQ,124.96,92,92,70,23
494,LPG,Energy,Oil & Gas Midstream,NYSE,124.94,92,93,85,90
495,ENZ,Healthcare,Diagnostics & Research,NYSE,124.85,92,7,10,29
496,PETV,Healthcare,Medical Devices,NASDAQ,124.82,92,96,78,96
497,PAM,Utilities,Utilities—Independent Power Producers,NYSE,124.79,92,89,97,92
498,VECT,Healthcare,Biotechnology,NASDAQ,124.79,92,94,88,96
499,ON,Technology,Semiconductors,NASDAQ,124.71,92,90,77,89
500,GENI,Communication Services,Internet Content & Information,NYSE,124.66,92,71,85,87
501,RS,Basic Materials,Steel,NYSE,124.62,92,93,85,89
502,RACE,Consumer Cyclical,Auto Manufacturers,NYSE,124.6,92,93,83,56
503,VIAO,Technology,Electronic Components,NYSE,124.57,92,96,74,6
504,THRX,Healthcare,Biotechnology,NASDAQ,124.52,92,89,73,19
505,HEPA,Healthcare,Biotechnology,NASDAQ,124.42,92,96,92,15
506,BWMX,Consumer Cyclical,Specialty Retail,NASDAQ,124.39,92,88,16,14
507,BELFA,Technology,Electronic Components,NASDAQ,124.35,92,93,96,98
508,STLA,Consumer Cyclical,Auto Manufacturers,NYSE,124.29,92,91,83,43
509,ESAB,Industrials,Metal Fabrication,NYSE,124.26,92,94,92,31
510,AMD,Technology,Semiconductors,NASDAQ,124.24,92,63,31,16
511,TCOM,Consumer Cyclical,Travel Services,NASDAQ,124.22,92,96,96,65
512,FIX,Industrials,Engineering & Construction,NYSE,124.2,92,94,91,94
513,BP,Energy,Oil & Gas Integrated,NYSE,124.15,92,91,87,87
514,TKC,Communication Services,Telecom Services,NYSE,124.08,92,93,94,87
515,FURY,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,124.06,92,88,76,24
516,ANSS,Technology,Software—Application,NASDAQ,123.86,92,90,52,29
517,ACCD,Healthcare,Health Information Services,NASDAQ,123.74,92,93,18,47
518,SDRL,Energy,Oil & Gas Drilling,NYSE,123.71,92,95,91,86
519,ATKR,Industrials,Electrical Equipment & Parts,NYSE,123.6,92,93,94,66
520,FIEE,n/a,n/a,NYSE ARCA,123.57,92,85,91,29
521,NAMS,Healthcare,Biotechnology,NASDAQ,123.54,92,94,75,83
522,CODA,Industrials,Aerospace & Defense,NASDAQ,123.51,92,82,88,69
523,IRS,Industrials,Conglomerates,NYSE,123.46,92,93,95,82
524,BKNG,Consumer Cyclical,Travel Services,NASDAQ,123.38,92,90,86,46
525,GLYC,Healthcare,Biotechnology,NASDAQ,123.37,92,95,99,21
526,ARLO,Industrials,Security & Protection Services,NYSE,123.25,92,83,12,18
527,LTH,Consumer Cyclical,Leisure,NYSE,123.22,92,93,94,21
528,ORIC,Healthcare,Biotechnology,NASDAQ,123.15,92,90,93,12
529,TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,123.12,92,94,95,48
530,ENVA,Financial Services,Credit Services,NYSE,123.09,92,92,85,54
531,PBF,Energy,Oil & Gas Refining & Marketing,NYSE,123.03,92,93,95,99
532,GSHD,Financial Services,Insurance—Diversified,NASDAQ,123.02,92,83,21,7
533,SSY,Healthcare,Pharmaceutical Retailers,NYSE MKT,122.99,92,81,13,22
534,SKYT,Technology,Semiconductors,NASDAQ,122.98,92,95,75,16
535,SAN,Financial Services,Banks—Diversified,NYSE,122.97,92,92,87,47
536,TRDA,Healthcare,Biotechnology,NASDAQ,122.95,92,82,91,99
537,IGT,Consumer Cyclical,Gambling,NYSE,122.93,92,80,86,41
538,OCUL,Healthcare,Biotechnology,NASDAQ,122.9,92,95,25,42
539,WNC,Industrials,Farm & Heavy Construction Machinery,NYSE,122.85,92,95,97,72
540,INNV,Healthcare,Medical Care Facilities,NASDAQ,122.83,92,85,96,74
541,NFGC,Basic Materials,Gold,NYSE MKT,122.81,92,40,29,28
542,NINE,Energy,Oil & Gas Equipment & Services,NYSE,122.81,92,96,99,99
543,CLH,Industrials,Waste Management,NYSE,122.8,92,90,82,93
544,AMPG,Technology,Communication Equipment,NASDAQ,122.78,92,91,31,30
545,YTEN,Basic Materials,Agricultural Inputs,NASDAQ,122.66,92,79,52,72
546,ERYP,Healthcare,Biotechnology,NASDAQ,122.65,92,41,7,8
547,GGAL,Financial Services,Banks—Regional,NASDAQ,122.62,92,95,97,67
548,AQUA,Industrials,Pollution & Treatment Controls,NYSE,122.52,92,89,84,63
549,PROK,Healthcare,Biotechnology,NASDAQ,122.42,92,95,27,92
550,YUMC,Consumer Cyclical,Restaurants,NYSE,122.37,92,92,93,71
551,RBLX,Communication Services,Electronic Gaming & Multimedia,NYSE,122.35,92,91,17,49
552,TIG,Financial Services,Insurance—Specialty,NASDAQ,122.32,92,98,94,17
553,DHT,Energy,Oil & Gas Midstream,NYSE,122.27,92,97,92,97
554,SCCO,Basic Materials,Copper,NYSE,122.21,92,91,94,44
555,ATNM,Healthcare,Biotechnology,NYSE MKT,122.09,92,93,97,95
556,HPKEW,n/a,n/a,NASDAQ,122.08,92,88,93,99
557,FND,Consumer Cyclical,Home Improvement Retail,NYSE,122.04,92,86,75,38
558,STRA,Consumer Defensive,Education & Training Services,NASDAQ,122.0,92,91,94,66
559,BLTE,Healthcare,Biotechnology,NASDAQ,121.97,91,96,97,99
560,LTRPB,Communication Services,Internet Content & Information,NASDAQ,121.94,91,96,96,99
561,AGL,Healthcare,Medical Care Facilities,NYSE,121.93,91,89,24,64
562,CRVL,Financial Services,Insurance Brokers,NASDAQ,121.91,91,90,38,57
563,ALG,Industrials,Farm & Heavy Construction Machinery,NYSE,121.9,91,93,83,87
564,NFLX,Communication Services,Entertainment,NASDAQ,121.82,91,85,89,36
565,FL,Consumer Cyclical,Apparel Retail,NYSE,121.81,91,89,90,67
566,ADEA,Technology,Software—Application,NASDAQ,121.8,91,97,98,99
567,HL,Basic Materials,Gold,NYSE,121.78,91,67,90,60
568,LIXT,Healthcare,Biotechnology,NASDAQ,121.72,91,57,13,10
569,RCL,Consumer Cyclical,Travel Services,NYSE,121.7,91,90,90,38
570,ASX,Technology,Semiconductors,NYSE,121.65,91,88,91,45
571,BWA,Consumer Cyclical,Auto Parts,NYSE,121.64,91,91,89,49
572,NEWR,Technology,Software—Infrastructure,NYSE,121.62,91,92,36,36
573,DKS,Consumer Cyclical,Specialty Retail,NYSE,121.57,91,95,88,87
574,DRS,Industrials,Aerospace & Defense,NASDAQ,121.57,91,80,88,69
575,ZYXI,Healthcare,Medical Distribution,NASDAQ,121.53,91,92,99,91
576,CVLG,Industrials,Trucking,NASDAQ,121.51,91,91,95,95
577,WOR,Industrials,Metal Fabrication,NYSE,121.47,91,81,83,51
578,SKY,Consumer Cyclical,Residential Construction,NYSE,121.42,91,89,65,62
579,FLWS,Consumer Cyclical,Specialty Retail,NASDAQ,121.41,91,80,76,7
580,KVHI,Technology,Communication Equipment,NASDAQ,121.37,91,73,85,87
581,BLMN,Consumer Cyclical,Restaurants,NASDAQ,121.32,91,90,87,86
582,TIGO,Communication Services,Telecom Services,NASDAQ,121.3,91,91,33,17
583,IRMD,Healthcare,Medical Devices,NASDAQ,121.24,91,88,30,34
584,EURN,Energy,Oil & Gas Midstream,NYSE,121.21,91,90,81,98
585,BHVN,Healthcare,Biotechnology,NYSE,121.19,91,97,99,98
586,PRI,Financial Services,Insurance—Life,NYSE,121.18,91,92,78,69
587,AXR,Real Estate,Real Estate—Development,NYSE,121.17,91,67,46,52
588,H,Consumer Cyclical,Lodging,NYSE,121.1,91,88,88,72
589,ELA,Consumer Cyclical,Luxury Goods,NYSE MKT,121.06,91,95,76,70
590,CPRT,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,121.05,91,88,70,53
591,WST,Healthcare,Medical Instruments & Supplies,NYSE,121.01,91,87,22,31
592,RNR,Financial Services,Insurance—Reinsurance,NYSE,121.01,91,90,93,68
593,OLED,Technology,Semiconductor Equipment & Materials,NASDAQ,120.85,91,87,74,26
594,AMPH,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,120.8,91,90,32,84
595,GLRE,Financial Services,Insurance—Reinsurance,NASDAQ,120.8,91,93,90,89
596,SAP,Technology,Software—Application,NYSE,120.76,91,88,87,39
597,RADI,Communication Services,Telecom Services,NASDAQ,120.7,91,80,78,19
598,LFST,Healthcare,Medical Care Facilities,NASDAQ,120.65,91,47,11,86
599,BDC,Technology,Communication Equipment,NYSE,120.62,91,93,94,88
600,PAC,Industrials,Airports & Air Services,NYSE,120.61,91,92,87,88
601,TFPM,Basic Materials,Other Precious Metals & Mining,NYSE,120.52,91,84,88,85
602,OSIS,Technology,Electronic Components,NASDAQ,120.51,91,84,74,43
603,STLD,Basic Materials,Steel,NASDAQ,120.46,91,95,96,94
604,LBPH,Healthcare,Biotechnology,NASDAQ,120.46,91,87,97,26
605,IBP,Industrials,Building Products & Equipment,NYSE,120.41,91,90,78,51
606,SXI,Industrials,Specialty Industrial Machinery,NYSE,120.39,91,89,87,57
607,OVID,Healthcare,Biotechnology,NASDAQ,120.33,91,55,74,19
608,TXG,Healthcare,Health Information Services,NASDAQ,120.24,91,90,65,11
609,VZLA,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,120.23,91,59,30,48
610,MPWR,Technology,Semiconductors,NASDAQ,120.2,91,90,68,29
611,SAIA,Industrials,Trucking,NASDAQ,120.08,91,91,80,55
612,IRDM,Communication Services,Telecom Services,NASDAQ,120.05,91,95,95,96
613,DRCT,Communication Services,Advertising Agencies,NASDAQ,120.05,91,97,94,40
614,EDAP,Healthcare,Medical Devices,NASDAQ,120.05,91,95,97,95
615,MPX,Consumer Cyclical,Recreational Vehicles,NYSE,120.0,91,90,92,35
616,SIBN,Healthcare,Medical Devices,NASDAQ,119.95,91,92,30,88
617,RYI,Industrials,Metal Fabrication,NYSE,119.83,91,90,82,93
618,BA,Industrials,Aerospace & Defense,NYSE,119.81,91,93,94,31
619,TXRH,Consumer Cyclical,Restaurants,NASDAQ,119.81,91,89,82,91
620,EAT,Consumer Cyclical,Restaurants,NYSE,119.81,91,81,91,52
621,FSS,Industrials,Pollution & Treatment Controls,NYSE,119.76,91,94,92,93
622,BRKR,Healthcare,Medical Devices,NASDAQ,119.66,91,88,78,52
623,IDCC,Communication Services,Telecom Services,NASDAQ,119.66,91,95,69,32
624,XPRO,Energy,Oil & Gas Equipment & Services,NYSE,119.65,91,94,89,93
625,ESTA,Healthcare,Medical Devices,NASDAQ,119.61,91,81,82,58
626,BMI,Technology,Scientific & Technical Instruments,NYSE,119.59,91,89,90,89
627,HURN,Industrials,Consulting Services,NASDAQ,119.58,91,91,87,96
628,BZH,Consumer Cyclical,Residential Construction,NYSE,119.53,90,55,74,23
629,KWR,Basic Materials,Specialty Chemicals,NYSE,119.46,90,82,89,46
630,BSMX,Financial Services,Banks—Regional,NYSE,119.41,90,89,86,90
631,ESCA,Consumer Cyclical,Leisure,NASDAQ,119.36,90,88,45,35
632,TMCI,Healthcare,Medical Devices,NASDAQ,119.35,90,87,91,95
633,PCYG,Technology,Software—Application,NASDAQ,119.35,90,88,69,64
634,MARA,Financial Services,Capital Markets,NASDAQ,119.33,90,36,7,20
635,LVOX,Technology,Software—Infrastructure,NASDAQ,119.29,90,66,56,93
636,LEN,Consumer Cyclical,Residential Construction,NYSE,119.26,90,90,88,52
637,MORF,Healthcare,Biotechnology,NASDAQ,119.25,90,97,54,40
638,PRG,Industrials,Rental & Leasing Services,NYSE,119.25,90,86,40,18
639,SUPV,Financial Services,Banks—Regional,NYSE,119.2,90,95,97,92
640,ASML,Technology,Semiconductor Equipment & Materials,NASDAQ,119.19,90,84,93,22
641,EVC,Communication Services,Broadcasting,NYSE,119.15,90,90,80,34
642,OMC,Communication Services,Advertising Agencies,NYSE,119.13,90,89,86,60
643,IMNM,Healthcare,Biotechnology,NASDAQ,119.12,90,79,17,41
644,EQX,Basic Materials,Gold,NYSE MKT,119.12,90,41,31,17
645,IH,Consumer Defensive,Education & Training Services,NYSE,119.08,90,98,96,24
646,DOLE,Consumer Defensive,Farm Products,NYSE,119.07,90,87,74,25
647,GMBLP,Consumer Cyclical,Gambling,NASDAQ,119.06,90,95,23,58
648,WW,Consumer Cyclical,Personal Services,NASDAQ,119.04,90,26,17,7
649,EME,Industrials,Engineering & Construction,NYSE,119.02,90,92,92,93
650,AVTA,Financial,Asset Management,NASDAQ,118.98,90,89,95,90
651,PCG,Utilities,Utilities—Regulated Electric,NYSE,118.97,90,91,90,95
652,TAL,Consumer Defensive,Education & Training Services,NYSE,118.92,90,97,99,89
653,GANX,Healthcare,Biotechnology,NASDAQ,118.92,90,91,58,28
654,SHOP,Technology,Software—Application,NYSE,118.92,90,81,46,10
655,GB,Technology,Software—Infrastructure,NYSE,118.89,90,93,80,29
656,HMY,Basic Materials,Gold,NYSE,118.84,90,68,90,39
657,UNVR,Basic Materials,Chemicals,NYSE,118.82,90,68,92,57
658,AXSM,Healthcare,Biotechnology,NASDAQ,118.81,90,95,97,95
659,ETON,Healthcare,Biotechnology,NASDAQ,118.79,90,93,89,19
660,DHI,Consumer Cyclical,Residential Construction,NYSE,118.76,90,91,90,56
661,KRUS,Consumer Cyclical,Restaurants,NASDAQ,118.74,90,88,24,95
662,WPM,Basic Materials,Gold,NYSE,118.73,90,83,87,46
663,SE,Consumer Cyclical,Internet Retail,NYSE,118.7,90,83,18,9
664,LITB,Consumer Cyclical,Internet Retail,NYSE,118.7,90,82,92,48
665,AROC,Energy,Oil & Gas Equipment & Services,NYSE,118.69,90,92,91,49
666,SOVO,Consumer Defensive,Packaged Foods,NASDAQ,118.53,90,81,52,73
667,CCS,Consumer Cyclical,Residential Construction,NYSE,118.49,90,86,83,35
